stage,samples,avg_latency_s,mean_boll_count_proxy,mean_white_region_fraction,mean_exg
post_defoliation,265,3.9056185542412525,9586.962264150943,0.03134469299515945,4.6534920669951525
pre_defoliation,160,3.7999429792165755,4564.83125,0.017528029381434416,24.04256605505943
